"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
35,6,1,1.13281449999999,"['c']",1,"left","['0']",6,0.233860399999912,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
36,6,1,2.54954399999997,"['n']",1,"right","['0']",6,0.767193899999938,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
37,6,1,2.5485113000002,"['c']",1,"left","['2']",2,0.717268300000114,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
38,6,1,1.29979060000005,"['n']",1,"right","['0']",6,0.500519499999882,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
39,6,1,3.76610529999994,"['c']",0,"right","['2']",2,0.700546900000063,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
40,6,1,3.09962070000006,"['n']",0,"left","['2']",2,0.583814099999927,0.1,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
41,6,1,3.63291619999995,"['n']",0,"left","['1']",1,0.500801799999863,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
42,6,1,1.09909589999984,"['n']",1,"right","['0']",6,0.267288800000188,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
43,6,1,1.15002079999999,"['c']",1,"left","['0']",6,0.75047840000002,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
44,6,1,2.08276109999997,"['n']",1,"right","['3']",3,1.23389539999994,0.1,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
45,6,1,3.58286739999994,"['c']",1,"left","['2']",2,0.70036499999992,0.1,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
46,6,1,3.05055849999985,"['c']",0,"right","['2']",2,0.767207100000178,0.1,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
47,6,1,1.66617280000014,"['c']",1,"left","['2']",2,0.600611699999945,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
48,6,1,1.09874500000001,"['c']",0,"right","['1']",1,0.31721379999999,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
49,6,1,1.21629819999998,"['c']",1,"left","['0']",6,0.283513900000116,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
50,6,1,1.63304259999995,"['c']",1,"left","['0']",6,0.284122999999909,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
51,6,1,4.71627239999998,"['c']",0,"right","['3']",3,0.700572800000145,0.1,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
52,6,1,1.29882569999995,"['c']",1,"left","['0']",6,0.233884799999942,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
53,6,1,2.46619559999999,"['c']",1,"left","['0']",6,0.150429999999915,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
54,6,1,3.0993246999999,"['n']",0,"left","['2']",2,0.63421459999995,0.1,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
55,6,1,1.55005830000005,"['c']",1,"left","['8']",4,1.28371119999997,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
56,6,1,0.916397399999823,"['c']",1,"left","['0']",6,0.283922500000017,0.4,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
57,6,1,1.36620310000012,"['c']",1,"left","['0']",6,0.417172800000117,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
58,6,1,1.08258009999986,"['c']",1,"left","['0']",6,0.283830200000011,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
59,6,1,3.39954360000002,"['c']",1,"left","['8']",4,1.08377589999986,0.2,0,"AccAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
0,7,1,0.833124399999861,"['c']",1,"left","['0']",6,2.30058809999991,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
1,7,1,0.599985199999992,"['c']",1,"left","['0']",6,0.283977299999833,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
2,7,1,0.915551300000061,"['n']",1,"right","['0']",6,0.400632999999971,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
3,7,1,2.48346609999999,"['c']",0,"right","['2']",2,0.683844600000157,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
4,7,1,0.865357499999845,"['n']",1,"right","['2']",2,1.20110009999985,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
5,7,1,0.948772700000063,"['c']",1,"left","['0']",6,0.250702199999978,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
6,7,1,0.682074199999988,"['n']",1,"right","['8']",4,0.883827200000042,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
7,7,1,0.682975500000111,"['c']",1,"left","['9']",5,0.850545600000032,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
8,7,1,0.665499100000034,"['c']",1,"left","['0']",6,1.2004644000001,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
9,7,1,0.983347999999978,"['n']",1,"right","['0']",6,0.317113899999867,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
10,7,1,0.599546099999998,"['c']",1,"left","['0']",6,0.484173600000076,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
11,7,1,1.38178910000011,"['n']",0,"left","['8']",4,1.33390039999995,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
12,7,1,0.816334500000039,"['n']",1,"right","['9']",5,0.80053050000015,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
13,7,1,0.866323699999839,"['c']",1,"left","['0']",6,0.950559399999975,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
14,7,1,0.550258200000144,"['n']",1,"right","['0']",6,0.384003399999983,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
15,7,1,0.73345479999989,"['n']",1,"right","['0']",6,0.800486600000113,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
16,7,1,1.69984260000001,"['n']",1,"right","['0']",6,0.400413600000093,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
17,7,1,0.649594399999842,"['n']",1,"right","['0']",6,0.283851700000014,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
18,7,1,0.598746099999971,"['n']",1,"right","['0']",6,0.300548200000094,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
19,7,1,0.783163300000069,"['n']",1,"right","['0']",6,0.450688200000059,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
20,7,1,0.717160500000091,"['n']",1,"right","['0']",6,0.5671233999999,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
21,7,1,0.766634999999951,"['n']",1,"right","['0']",6,0.350505399999975,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
22,7,1,0.599799400000165,"['c']",1,"left","['0']",6,0.483919600000036,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
23,7,1,1.23297869999988,"['n']",1,"right","['9']",5,0.783820099999957,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
24,7,1,1.96643949999998,"['n']",0,"left","['8']",4,0.950588799999878,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
25,7,1,2.20059659999993,"['n']",0,"left","['3']",3,1.01699559999997,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
26,7,1,0.833013900000196,"['n']",1,"right","['3']",3,0.700460300000032,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
27,7,1,0.865427599999975,"['n']",1,"right","['0']",6,0.233932099999947,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
28,7,1,1.63261750000015,"['n']",1,"right","['0']",6,0.867232999999942,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
29,7,1,0.933912899999996,"['n']",1,"right","['0']",6,0.550495200000114,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
30,7,1,1.29999810000004,"['n']",1,"right","['0']",6,1.01695549999999,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
31,7,1,0.932250899999872,"['n']",0,"left","['0']",6,0.750577599999815,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
32,7,1,1.56639160000009,"['c']",1,"left","['8']",4,1.85039219999999,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
33,7,1,1.94901989999994,"['c']",1,"left","['8']",4,1.1673844999998,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
34,7,1,1.09940729999994,"['n']",1,"right","['9']",5,1.38380839999991,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
35,7,1,3.21549579999987,"['c']",1,"left","['3']",3,2.68388950000008,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
36,7,1,1.06538610000007,"['n']",1,"right","['0']",6,0.733918099999983,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
37,7,1,1.60020240000017,"['c']",1,"left","['8']",4,1.06697719999988,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
38,7,1,1.59955680000007,"['c']",1,"left","['8']",4,2.60058479999998,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
39,7,1,0.749601900000016,"['n']",0,"left","['9']",5,0.900566400000116,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
40,7,1,2.29942410000012,"['n']",1,"right","['8']",4,1.58380979999993,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
41,7,1,0.567238300000099,"['c']",1,"left","['0']",6,0.633868999999777,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
42,7,1,0.63213020000012,"['n']",1,"right","['0']",6,0.33384550000028,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
43,7,1,0.566257699999824,"['c']",1,"left","['0']",6,0.283863499999825,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
44,7,1,1.14960939999992,"['n']",1,"right","['0']",6,0.284003000000212,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
45,7,1,2.91527059999999,"['n']",1,"right","['8']",4,2.10037430000011,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
46,7,1,0.516170700000202,"['c']",1,"left","['0']",6,0.317126500000086,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
47,7,1,0.532260899999983,"['c']",1,"left","['0']",6,0.217203799999879,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
48,7,1,1.88200800000004,"['c']",1,"left","['0']",6,0.167011199999706,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
49,7,1,1.9325272000001,"['c']",1,"left","['3']",3,1.35065720000011,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
50,7,1,0.632841200000257,"['c']",1,"left","['9']",5,1.83377260000043,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
51,7,1,0.648946000000251,"['c']",1,"left","['0']",6,0.3670603999999,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
52,7,1,1.14954960000023,"['n']",1,"right","['0']",6,0.367188400000032,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
53,7,1,0.849874,"['c']",1,"left","['0']",6,0.35042650000014,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
54,7,1,1.4328188999998,"['c']",1,"left","['0']",6,0.333752799999729,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
55,7,1,1.26547180000034,"['c']",0,"right","['9']",5,0.833832799999982,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
56,7,1,1.66635730000007,"['n']",1,"right","['2']",2,0.634046899999703,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
57,7,1,1.71539170000005,"['n']",1,"right","['3']",3,0.933914499999901,0.2,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
58,7,1,2.3835097000001,"['c']",1,"left","['3']",3,1.30052330000035,0.1,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
59,7,1,2.03289720000021,"['c']",1,"left","['9']",5,0.450504700000238,0.4,0,"FastAcc",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
0,8,1,0.998998900000061,"['n']",1,"right","['9']",5,0.53401520000034,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
1,8,1,0.89952889999995,"['n']",1,"right","['9']",5,0.350668500000211,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
2,8,1,1.61630580000019,"['c']",0,"right","['1']",1,1.10046990000001,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
3,8,1,2.09938509999984,"['n']",0,"left","['2']",2,0.367209300000013,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
4,8,1,1.23323110000001,"['n']",1,"right","['0']",6,0.983907499999987,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
5,8,1,1.29935250000017,"['n']",1,"right","['8']",4,0.433759500000178,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
6,8,1,1.0994082000002,"['n']",1,"right","['2']",2,0.950549600000159,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
7,8,1,1.33343409999998,"['c']",0,"right","['2']",2,0.483493200000339,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
8,8,1,1.06704639999998,"['n']",0,"left","['9']",5,0.484054300000025,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
9,8,1,1.23306580000008,"['c']",1,"left","['0']",6,0.333928900000046,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
10,8,1,1.03264630000012,"['n']",1,"right","['2']",2,0.450445899999977,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
11,8,1,0.782823600000029,"['c']",1,"left","['9']",5,0.300370699999803,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
12,8,1,1.71629530000018,"['n']",0,"left","['9']",5,0.367089699999724,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
13,8,1,1.1492917999999,"['n']",1,"right","['0']",6,0.250399600000037,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
14,8,1,1.68252489999986,"['n']",1,"right","['0']",6,0.917317400000229,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
15,8,1,1.11578970000028,"['n']",1,"right","['0']",6,0.217289600000186,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
16,8,1,1.11633029999985,"['c']",1,"left","['0']",6,1.30079240000032,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
17,8,1,0.982792199999949,"['n']",1,"right","['0']",6,0.183763500000168,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
18,8,1,1.04970309999999,"['n']",1,"right","['0']",6,0.267176000000291,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
19,8,1,0.683033099999648,"['c']",1,"left","['0']",6,0.317268199999944,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
20,8,1,0.966702400000031,"['c']",0,"right","['1']",1,0.98392610000019,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
21,8,1,0.899530099999993,"['c']",1,"left","['0']",6,0.233741399999872,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
22,8,1,0.64943459999995,"['c']",1,"left","['0']",6,0.21708979999994,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
23,8,1,0.533055399999739,"['c']",1,"left","['0']",6,0.233787099999972,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
24,8,1,0.61634580000009,"['n']",1,"right","['0']",6,0.383804999999938,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
25,8,1,0.733802600000217,"['c']",1,"left","['0']",6,0.333926300000257,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
26,8,1,0.648824899999909,"['c']",1,"left","['0']",6,0.200445699999818,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
27,8,1,0.616173599999911,"['c']",1,"left","['0']",6,0.150517699999909,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
28,8,1,0.866233800000373,"['n']",1,"right","['0']",6,0.200454799999989,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
29,8,1,0.665241499999865,"['c']",0,"right","['0']",6,0.250509999999849,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
30,8,1,2.38364320000028,"['c']",0,"right","['2']",2,0.617218500000035,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
31,8,1,0.916288500000064,"['c']",1,"left","['0']",6,0.150632599999881,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
32,8,1,0.533520000000408,"['c']",1,"left","['0']",6,0.167000200000075,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
33,8,1,0.733809000000292,"['c']",0,"right","['0']",6,0.150415700000394,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
34,8,1,1.04949240000042,"['n']",1,"right","['2']",2,0.634014100000059,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
35,8,1,1.21593529999973,"['c']",0,"right","['3']",3,0.783735900000011,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
36,8,1,0.815548399999898,"['c']",1,"left","['8']",4,0.617257700000209,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
37,8,1,0.849941800000124,"['c']",1,"left","['0']",6,0.284044399999857,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
38,8,1,0.666164700000081,"['c']",1,"left","['0']",6,0.233881799999835,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
39,8,1,0.816348699999708,"['c']",1,"left","['0']",6,0.567217100000107,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
40,8,1,0.799028100000214,"['n']",1,"right","['0']",6,0.317261200000303,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
41,8,1,0.649520200000097,"['c']",1,"left","['0']",6,0.200490100000025,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
42,8,1,0.732929600000261,"['n']",1,"right","['0']",6,0.283779599999889,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
43,8,1,0.649703400000362,"['c']",1,"left","['0']",6,0.634124900000188,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
44,8,1,2.14929579999989,"['n']",1,"right","['3']",3,0.550546700000268,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
45,8,1,0.8162655000001,"['c']",1,"left","['0']",6,0.383962399999746,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
46,8,1,1.36613279999983,"['n']",1,"right","['2']",2,0.466988399999991,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
47,8,1,0.782258299999739,"['c']",1,"left","['9']",5,0.467184300000099,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
48,8,1,0.699504000000161,"['n']",1,"right","['0']",6,0.300582200000008,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
49,8,1,0.632238700000016,"['c']",1,"left","['0']",6,0.183837400000357,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
50,8,1,1.14977259999978,"['n']",1,"right","['3']",3,1.08380529999977,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
51,8,1,0.682296299999962,"['c']",1,"left","['9']",5,0.517187699999795,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
52,8,1,2.28342100000009,"['n']",0,"left","['1']",1,0.383832600000005,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
53,8,1,1.01653810000016,"['c']",1,"left","['2']",2,0.317270999999892,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
54,8,1,1.48230860000012,"['c']",1,"left","['0']",6,0.500486599999931,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
55,8,1,0.93282679999993,"['n']",1,"right","['0']",6,0.317042899999706,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
56,8,1,0.683272399999623,"['c']",1,"left","['0']",6,0.233887599999889,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
57,8,1,1.51596849999987,"['n']",1,"right","['8']",4,0.633690599999682,0.2,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
58,8,1,0.865442700000131,"['c']",1,"left","['9']",5,1.28339770000002,0.1,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
59,8,1,0.865503099999842,"['n']",1,"right","['0']",6,0.21655039999996,0.4,0,"FastFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
0,9,1,0.932919800000036,"['n']",1,"right","['0']",6,1.68421820000003,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
1,9,1,2.23291980000022,"['c']",0,"right","['3']",3,1.01724719999993,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
2,9,1,2.21548889999985,"['n']",0,"left","['1']",1,0.250523199999861,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
3,9,1,0.949101199999859,"['c']",1,"left","['8']",4,0.584054200000082,0.2,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
4,9,1,0.832820200000242,"['n']",1,"right","['0']",6,0.417164899999989,0.4,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
5,9,1,1.21642400000019,"['c']",0,"right","['3']",3,0.583764499999688,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
6,9,1,2.39947220000022,"['n']",1,"right","['0']",6,0.800355100000161,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
7,9,1,0.633400800000345,"['c']",1,"left","['0']",6,0.283852600000046,0.4,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
8,9,1,0.715497400000004,"['n']",1,"right","['9']",5,0.483769499999653,0.2,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
9,9,1,0.732625300000109,"['c']",1,"left","['9']",5,0.367178599999988,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
10,9,1,1.36559519999992,"['c']",1,"left","['0']",6,0.233851899999991,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
11,9,1,1.96579239999983,"['n']",1,"right","['2']",2,0.83321930000011,0.1,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
12,9,1,0.648252500000126,"['c']",1,"left","['9']",5,0.700511600000027,0.4,0,"AccFast",1,18,"Woman","Right",NA,1,TRUE,TRUE,TRUE,TRUE
